mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label
40.82908476,-0.197148937,10.94047756,87.89505941,1.227081362,22.72885974,1.74024987,-0.128315748,1.776689463,0
31.42787715,0.618971759,9.69528716,73.58933671,1.655473202,22.56829487,1.943921165,2.537708083,2.009086401,0
43.90149928,-0.307783091,11.88692629,90.27692695,0.964413087,23.78423808,1.609822982,-2.206385659,1.639277982,1
73.28074647,-0.222877624,19.06330855,108.3029319,1.611829048,27.72190731,0.821579547,-0.681534374,0.843029774,1
12.71348594,-0.786456408,3.94017725,50.33985439,3.551321048,14.9274939,3.841873905,-4.612643776,3.864430259,0
24.63028058,-1.043029928,9.079488841,66.05808195,3.191671914,23.64977023,2.391235338,-3.384396302,2.424882241,0
23.54723381,-0.544377716,7.266305583,67.63154314,1.824273655,20.17210141,2.615311203,-3.809724883,2.664957157,1
21.56800573,-0.145079294,7.867153889,60.37934557,0.845799739,21.10732197,2.551488885,-2.752803319,2.5551745,1
61.46891686,1.082568775,18.08647692,101.3536299,2.093812883,29.65095257,1.062032529,1.87834102,1.106787966,0
21.98135438,0.697927637,6.554025501,66.81702373,2.403168739,19.54887853,2.766058919,3.767463218,2.840370143,0
40.96466208,-1.522646394,13.22411397,84.52555803,3.326947071,26.65125081,1.624125754,-2.13813229,1.654088539,1
69.00251937,-1.879852801,19.8849114,104.2268744,3.85903558,29.89064894,0.866381884,-2.09047397,0.901236581,1
7.037429321,-0.180370938,1.613474676,40.19905191,1.367856702,8.815337317,5.644894967,-8.147380321,5.633197037,0
46.0584515,2.007631922,16.86807505,86.77621457,4.382831002,31.522038,1.389810968,1.945603548,1.431331781,1
44.44489102,0.20364154,10.57389214,93.41654525,1.406689833,21.86444046,1.650519272,3.586010462,1.694766547,1
49.53312846,-2.924441241,16.44191338,89.73961357,5.792599034,29.27744273,1.30099194,-1.877098061,1.332240096,0
18.92196807,0.353502155,4.953546367,63.22908947,1.308980925,16.06713316,3.106727091,4.015199032,3.164904041,1
35.15966775,-1.481766955,11.84169821,78.9094895,3.530421324,26.11893673,1.847537505,-2.27651453,1.878354004,0
40.08695903,-0.75107537,10.4501135,83.79005784,1.707156245,21.20686262,1.649649223,-2.689117086,1.668750724,1
49.43779579,-0.952240918,14.12420721,93.39551407,1.990303668,26.22930217,1.387764508,-2.159299962,1.413465584,1
23.00646556,-0.783558598,5.56944255,69.88947392,2.993554562,16.50853504,2.75023245,-4.206454438,2.774700106,0
27.14640031,-0.625771058,7.713305191,73.04178193,1.937755665,20.26147013,2.381901167,-3.742335053,2.452615054,0
21.46912528,-1.285959209,7.542804644,63.05983164,4.055745479,21.62578601,2.676588927,-3.154728274,2.708272285,0
70.96984385,-1.372971489,21.37647187,103.8825708,2.301902697,30.97447625,0.809249142,-1.611369322,0.852207035,1
64.48230106,-3.877313209,24.1174231,94.42944905,5.982402903,34.50237358,0.823043702,-1.169616951,0.839831683,0
46.82290916,-0.963067176,11.81126036,93.80803627,2.576997981,23.43440578,1.52731645,-3.170117301,1.56267725,1
49.47145965,-2.062540703,16.84873462,89.30561612,4.233434396,29.76323001,1.291558192,-2.099485751,1.307040246,1
12.5298256,-0.248412591,3.06776564,52.52478321,1.313859667,12.39099651,4.049586915,-6.345212215,4.100021323,0
20.52136884,-0.213717198,5.272726768,65.71171765,0.775086895,16.36120894,2.962150353,-4.808308597,3.016041799,0
51.25905233,1.979581788,15.45330661,95.6435265,4.043903468,28.81951273,1.343341156,1.801064976,1.388096962,0
75.11197635,3.122702712,21.97515386,108.3139846,5.070655342,31.48898966,0.770213882,1.327965695,0.824669854,1
9.811218273,-0.204957353,2.899225763,45.09667641,0.901677463,12.97482605,4.510532459,-5.054026818,4.604511118,0
24.31314589,-0.789120754,9.079401773,64.82557061,2.126185304,23.3971725,2.374754436,-3.02576403,2.399991061,0
39.10084245,-0.195001054,11.21270391,85.78748318,1.652560524,24.24417157,1.772328103,0.771014347,1.823346886,1
67.88353645,2.719729069,20.02401909,104.7692193,4.859842632,30.56146246,0.926039894,1.578031538,0.983960915,1
32.73268599,-0.845297274,12.04413591,75.15688041,2.133871844,27.09719895,1.923026662,-2.822397014,1.957674481,0
16.6204162,-0.394741327,3.618887886,61.17285061,1.968251468,13.09192442,3.442844966,-5.761037881,3.453431028,0
28.26187905,-0.574791823,6.601564396,76.65297193,1.829869203,17.37003856,2.393507434,-3.655063835,2.408216199,0
39.28770379,0.103066691,9.391761707,88.3749908,0.629619079,20.87310318,1.824122864,2.45230014,1.836583588,0
76.7290757,3.46573095,26.26092435,104.9868211,5.372442442,35.82348433,0.659571375,1.081941003,0.703331952,1
21.88714104,-0.219544751,5.151593992,68.62926101,0.722544455,15.63270127,2.875828453,-3.464960699,2.896959535,0
66.60195383,0.419598393,17.53006367,106.2395493,1.270641198,27.85185927,0.982669373,1.788511512,1.019096613,1
59.93509492,-1.079906882,13.62106007,104.4096201,3.280224348,23.39071288,1.184381593,-3.231609216,1.205787203,1
80.80884088,4.546185856,29.10642382,105.0471323,6.310350522,37.61307785,0.552535063,0.803952633,0.583870675,0
27.34611645,0.800509157,9.142640209,71.80674697,2.730218374,23.39351089,2.330268356,3.440022824,2.413889444,1
47.5681994,-0.308316791,11.45588789,94.51476594,1.792460641,21.50053075,1.53170671,-2.518926056,1.533687873,1
32.42378279,-0.123739493,9.258664121,79.55937768,1.247309637,22.2705297,2.085616984,-1.469844197,2.123065093,0
66.22527738,2.340001239,21.09669897,102.2349851,3.914092994,32.30265924,0.919266175,1.322547188,0.958697609,0
